,tweet_id,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,jpg_file_name
10,666063827256086533,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,1,Golden Retriever,0.77593,True,Tibetan Mastiff,0.0937178,True,Labrador Retriever,0.0724266,True,CT5Vg_wXIAAXfnj.jpg
11,666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,Gordon Setter,0.503672,True,Yorkshire Terrier,0.174201,True,Pekinese,0.109454,True,CT5cN_3WEAAlOoZ.jpg
12,666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,Walker Hound,0.260857,True,English Foxhound,0.1753819999999999,True,Ibizan Hound,0.0974705,True,CT5d9DZXAAALcwe.jpg
13,666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,Pug,0.489814,True,Bull Mastiff,0.4047219999999999,True,French Bulldog,0.0489595,True,CT5m4VGWEAAtKc8.jpg
14,666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,Bloodhound,0.195217,True,German Shepherd,0.0782598,True,Malinois,0.0756278,True,CT5w9gUW4AAsBNN.jpg
15,666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,Lhasa,0.58233,True,Shih-Tzu,0.166192,True,Dandie Dinmont,0.0896883,True,CT51-JJUEAA6hV8.jpg
16,666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,English Setter,0.298617,True,Newfoundland,0.149842,True,Borzoi,0.133649,True,CT54YGiWUAEZnoK.jpg
17,666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,Hen,0.965932,False,Cock,0.0339194,False,Partridge,5.20658e-05,False,CT56LSZWoAAlJj2.jpg
18,666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,Desktop Computer,0.086502,False,Desk,0.0855474,False,Bookcase,0.0794797,False,CT8QCd1WEAADXws.jpg
19,666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,Italian Greyhound,0.176053,True,Toy Terrier,0.111884,True,Basenji,0.111152,True,CT8T1mtUwAA3aqm.jpg
20,666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,Maltese Dog,0.8575309999999999,True,Toy Poodle,0.0630638,True,Miniature Poodle,0.0255806,True,CT8g3BpUEAAuFjg.jpg
21,666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,Three-Toed Sloth,0.914671,False,Otter,0.01525,False,Great Grey Owl,0.0132072,False,CT8mx7KW4AEQu8N.jpg
22,666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,Ox,0.4166689999999999,False,Newfoundland,0.278407,True,Groenendael,0.102643,True,CT9OwFIWEAMuRje.jpg
23,666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,Golden Retriever,0.8587440000000001,True,Chesapeake Bay Retriever,0.0547868,True,Labrador Retriever,0.0142408999999999,True,CT9Vn7PWoAA_ZCM.jpg
24,666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,Malamute,0.3368739999999999,True,Siberian Husky,0.147655,True,Eskimo Dog,0.0934123999999999,True,CT9cx0tUEAAhNN_.jpg
25,666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1,Guinea Pig,0.996496,False,Skunk,0.00240245,False,Hamster,0.000460863,False,CT9lXGsUcAAyUFt.jpg
26,666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,Soft-Coated Wheaten Terrier,0.326467,True,Afghan Hound,0.259551,True,Briard,0.206803,True,CT9vZEYWUAAlZ05.jpg
27,666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,Chihuahua,0.978108,True,Toy Terrier,0.00939697,True,Papillon,0.00457681,True,CT-D2ZHWIAA3gK1.jpg
28,666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,Black-And-Tan Coonhound,0.529139,True,Bloodhound,0.24422,True,Flat-Coated Retriever,0.17381,True,CT-NvwmW4AAugGZ.jpg
29,666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1,Coho,0.40464,False,Barracouta,0.271485,False,Gar,0.189945,False,CT-RugiWIAELEaq.jpg
30,666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,Toy Terrier,0.14968,True,Papillon,0.148258,True,Chihuahua,0.14286,True,CT-YWb7U8AA7QnN.jpg
31,666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,Blenheim Spaniel,0.906777,True,Cocker Spaniel,0.0903464,True,Shih-Tzu,0.00111687,True,CT-aggCXAAIMfT3.jpg
32,666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,Pembroke,0.371361,True,Chow,0.249394,True,Pomeranian,0.241878,True,CT-g-0DUwAEQdSn.jpg
33,666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,Llama,0.505184,False,Irish Terrier,0.104109,True,Dingo,0.0620712,False,CT-jNYqW4AAPi2M.jpg
34,666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,Chesapeake Bay Retriever,0.18413,True,Chain Saw,0.0567753,False,Power Drill,0.0367634,False,CT-nsTQWEAEkyDn.jpg
35,666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1,Chihuahua,0.6718529999999999,True,Beagle,0.12468,True,Saluki,0.0440941999999999,True,CT-pKmRWIAAxUWj.jpg
36,666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1,Curly-Coated Retriever,0.322084,True,Giant Schnauzer,0.287955,True,Labrador Retriever,0.166331,True,CT-yU5QWwAEjLX5.jpg
37,666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,Dalmatian,0.278954,True,Labrador Retriever,0.237612,True,Great Pyrenees,0.171106,True,CT-5Bs-WUAA2JeC.jpg
38,666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,Ibizan Hound,0.0443334,True,Pembroke,0.0432093,True,West Highland White Terrier,0.0389056,True,CUBl6IwVAAA9_zT.jpg
39,666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,Border Collie,0.4478029999999999,True,English Springer,0.170497,True,Collie,0.139206,True,CUBqKnLWwAA5OQB.jpg
40,666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,German Shepherd,0.975401,True,Beagle,0.00868727,True,Bloodhound,0.00539404,True,CUCQTpEWEAA7EDz.jpg
41,666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,Labrador Retriever,0.887707,True,Chihuahua,0.029307,True,French Bulldog,0.0207563,True,CUCZLHlUAAAeAig.jpg
42,666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,Miniature Poodle,0.546933,True,Cocker Spaniel,0.1652549999999999,True,Toy Poodle,0.0959589,True,CUC74aTWoAInZey.jpg
43,666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,Seat Belt,0.375057,False,Miniature Pinscher,0.167175,True,Chihuahua,0.0869506,True,CUDeDoWUYAAD-EM.jpg
44,666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Italian Greyhound,0.618316,True,Weimaraner,0.151363,True,Vizsla,0.0859891,True,CUDigRXXIAATI_H.jpg
45,666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,Snail,0.999888,False,Slug,5.51417e-05,False,Acorn,2.6258e-05,False,CUDmZIkWcAAIPPe.jpg
46,666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,English Setter,0.328792,True,Brittany Spaniel,0.283545,True,Ibizan Hound,0.0574615,True,CUD3A7YWoAA82N0.jpg
47,666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,Miniature Schnauzer,0.496953,True,Standard Schnauzer,0.285276,True,Giant Schnauzer,0.0737636999999999,True,CUEDSMEWEAAuXVZ.jpg
48,666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,Maltese Dog,0.359383,True,Teddy,0.148759,False,West Highland White Terrier,0.1060069999999999,True,CUELa0NUkAAscGC.jpg
49,666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,Airedale,0.448459,True,Toy Poodle,0.12403,True,Teddy,0.1101829999999999,False,CUES51dXIAEahyG.jpg
50,666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,Triceratops,0.442113,False,Armadillo,0.114071,False,Common Iguana,0.0432553,False,CUEUva1WsAA2jPb.jpg
51,666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,Swab,0.589446,False,Chain Saw,0.190142,False,Wig,0.0345097,False,CUGaXDhW4AY9JUH.jpg
52,666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,Hay,0.507637,False,Rottweiler,0.0624899,True,Water Buffalo,0.0484246999999999,False,CUGlb6iUwAITEbW.jpg
53,667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,Hyena,0.98723,False,African Hunting Dog,0.0126007999999999,False,Coyote,5.7350100000000005e-05,False,CUG0bC0U8AAw2su.jpg
54,667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,Golden Retriever,0.765266,True,Labrador Retriever,0.206694,True,Seat Belt,0.0106669,False,CUHREBXXAAE6A9b.jpg
55,667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,Chesapeake Bay Retriever,0.825678,True,Vizsla,0.090998,True,Kelpie,0.0229562,True,CUHhgvHUAAA4aB0.jpg
56,667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,Jigsaw Puzzle,0.560001,False,Doormat,0.1032589999999999,False,Space Heater,0.042568,False,CUHkkJpXIAA2w3n.jpg
57,667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,Chihuahua,0.4836819999999999,True,Pug,0.0924938999999999,True,Brabancon Griffon,0.0574954,True,CUHr8WbWEAEBPgf.jpg
58,667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,Chihuahua,0.959514,True,Italian Greyhound,0.00537015,True,Pomeranian,0.00264133,True,CUH7oLuUsAELWib.jpg
59,667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,Pembroke,0.741563,True,Chihuahua,0.0578659,True,Toy Poodle,0.0391250999999999,True,CUIV6F7XIAA1tAM.jpg
60,667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,West Highland White Terrier,0.747713,True,Samoyed,0.2436289999999999,True,Toy Poodle,0.00180397,True,CUImtzEVAAAZNJo.jpg
61,667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,Toy Poodle,0.535411,True,Pomeranian,0.087544,True,Miniature Poodle,0.06205,True,CUIzWk_UwAAfUNq.jpg
62,667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,Golden Retriever,0.471351,True,Miniature Poodle,0.0919921,True,Standard Poodle,0.0873853999999999,True,CUI6uuaW4AAvCIs.jpg
63,667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,Miniature Pinscher,0.140173,True,Rottweiler,0.134094,True,Beagle,0.0818998,True,CUI_kHBWsAAAef5.jpg
64,667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,Giant Schnauzer,0.8412649999999999,True,Lakeland Terrier,0.0527442,True,Irish Water Spaniel,0.0344017,True,CUJEuRIXIAAPDLt.jpg
65,667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,Toy Poodle,0.266437,True,Chihuahua,0.243223,True,Bluetick,0.0728063,True,CUJIFoJWsAAL3Dc.jpg
66,667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,Soft-Coated Wheaten Terrier,0.318981,True,Lakeland Terrier,0.215218,True,Toy Poodle,0.106014,True,CUJJLtWWsAE-go5.jpg
67,667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,Vizsla,0.2592489999999999,True,Chesapeake Bay Retriever,0.176293,True,Weimaraner,0.112369,True,CUJK18UWEAEg7AR.jpg
68,667182792070062081,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,Golden Retriever,0.949892,True,Irish Setter,0.0105638,True,Chesapeake Bay Retriever,0.00582141,True,CUJPNjOWsAAZRqP.jpg
69,667188689915760640,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,Vacuum,0.33583,False,Swab,0.265278,False,Toilet Tissue,0.140703,False,CUJUk2iWUAAVtOv.jpg
70,667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,Rottweiler,0.28364,True,Miniature Pinscher,0.148112,True,Black-And-Tan Coonhound,0.0955848,True,CUJXpRBXIAAN0yz.jpg
71,667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,Siberian Husky,0.694904,True,Malamute,0.232006,True,Eskimo Dog,0.0506351,True,CUJfVMPXIAAgbue.jpg
72,667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,Golden Retriever,0.462556,True,Labrador Retriever,0.454937,True,Kuvasz,0.0241933,True,CUJppKJWoAA75NP.jpg
73,667369227918143488,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,Teddy,0.709545,False,Bath Towel,0.1272849999999999,False,Christmas Stocking,0.0285675,False,CUL4xR9UkAEdlJ6.jpg
74,667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,Papillon,0.557009,True,Border Collie,0.271963,True,Collie,0.0734729,True,CUMOyd3XIAAl13H.jpg
75,667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,Saint Bernard,0.381377,True,Leonberg,0.127998,True,Golden Retriever,0.0693568,True,CUMZnmhUEAEbtis.jpg
76,667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,Rottweiler,0.999091,True,Miniature Pinscher,0.000450355,True,Black-And-Tan Coonhound,0.00015714,True,CUM1OHCW4AEgGSi.jpg
77,667437278097252352,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1,Porcupine,0.989154,False,Bath Towel,0.00630049,False,Badger,0.00096634,False,CUM2qWaWoAUZ06L.jpg
78,667443425659232256,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1,Goose,0.980815,False,Drake,0.00691777,False,Hen,0.00525517,False,CUM8QZwW4AAVsBl.jpg
79,667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,Labrador Retriever,0.8256700000000001,True,French Bulldog,0.0566394,True,Staffordshire Bullterrier,0.0540183999999999,True,CUNE_OSUwAAdHhX.jpg
80,667455448082227200,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1,Tibetan Terrier,0.676376,True,Irish Terrier,0.0549334,True,Yorkshire Terrier,0.0405755,True,CUNHMXTU8AAS3HH.jpg
81,667470559035432960,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1,Toy Poodle,0.304175,True,Pug,0.223427,True,Lakeland Terrier,0.0733164999999999,True,CUNU78YWEAECmpB.jpg
82,667491009379606528,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1,Borzoi,0.852088,True,Ice Bear,0.132264,False,Weasel,0.00572998,False,CUNniSlUYAEj1Jl.jpg
83,667495797102141441,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1,Chihuahua,0.143957,True,Christmas Stocking,0.1186509999999999,False,Ski Mask,0.0924817,False,CUNr4-7UwAAg2lq.jpg
84,667502640335572993,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1,Labrador Retriever,0.996709,True,Golden Retriever,0.00168821,True,Beagle,0.0007116669999999,True,CUNyHTMUYAAQVch.jpg
85,667509364010450944,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1,Beagle,0.636169,True,Labrador Retriever,0.119256,True,Golden Retriever,0.0825491999999999,True,CUN4Or5UAAAa5K4.jpg
86,667517642048163840,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1,Italian Greyhound,0.125176,True,Standard Poodle,0.0845715,True,Cocker Spaniel,0.0813469,True,CUN_wiBUkAAakT0.jpg
87,667524857454854144,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1,Hare,0.447893,False,Dhole,0.0924353,False,Chesapeake Bay Retriever,0.0881223999999999,True,CUOGUfJW4AA_eni.jpg
88,667530908589760512,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1,Golden Retriever,0.633037,True,Kuvasz,0.146391,True,Labrador Retriever,0.0461837,True,CUOL0uGUkAAx7yh.jpg
89,667534815156183040,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1,Pembroke,0.435254,True,Cardigan,0.307407,True,Cocker Spaniel,0.0331583,True,CUOPYI5UcAAj_nO.jpg
90,667538891197542400,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1,Yorkshire Terrier,0.618957,True,Silky Terrier,0.300313,True,Australian Terrier,0.053412,True,CUOTFZOW4AABsfW.jpg
91,667544320556335104,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1,Pomeranian,0.412893,True,Pembroke,0.312958,True,Chihuahua,0.0719604,True,CUOYBbbWIAAXQGU.jpg
92,667546741521195010,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,1,Toy Poodle,0.787424,True,Miniature Poodle,0.202225,True,Teddy,0.00404722,False,CUOaOWXWcAA0_Jy.jpg
93,667549055577362432,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,1,Electric Fan,0.984377,False,Spotlight,0.00773671,False,Lampshade,0.00190123,False,CUOcVCwWsAERUKY.jpg
94,667550882905632768,https://pbs.twimg.com/media/CUObvUJVEAAnYPF.jpg,1,Web Site,0.998258,False,Dishwasher,0.000201084,False,Oscilloscope,0.000141736,False,CUObvUJVEAAnYPF.jpg
95,667550904950915073,https://pbs.twimg.com/media/CUOb_gUUkAACXdS.jpg,1,Web Site,0.999335,False,Vizsla,8.10632e-05,True,Collie,6.915899999999999e-05,True,CUOb_gUUkAACXdS.jpg
96,667724302356258817,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,1,Ibex,0.6190979999999999,False,Bighorn,0.125119,False,Ram,0.0746732,False,CUQ7tv3W4AA3KlI.jpg
97,667728196545200128,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1,Kuvasz,0.360159,True,Golden Retriever,0.293744,True,Labrador Retriever,0.270673,True,CUQ_QahUAAAVQjn.jpg
98,667766675769573376,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,1,Fire Engine,0.8834930000000001,False,Tow Truck,0.0747338999999999,False,Jeep,0.0127726,False,CURiQMnUAAAPT2M.jpg
99,667773195014021121,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,1,West Highland White Terrier,0.360465,True,Pug,0.0934941,True,Ice Bear,0.0690382,False,CURoLrOVEAAaWdR.jpg
100,667782464991965184,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,1,Lorikeet,0.466149,False,Hummingbird,0.083011,False,African Grey,0.0542474,False,CURwm3cUkAARcO6.jpg
101,667793409583771648,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,1,Dalmatian,0.5350729999999999,True,English Setter,0.451219,True,Great Dane,0.00816361,True,CUR6jqVWsAEgGot.jpg
102,667801013445750784,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,1,Flat-Coated Retriever,0.508392,True,Chesapeake Bay Retriever,0.262239,True,Curly-Coated Retriever,0.0489198,True,CUSBemVUEAAn-6V.jpg
103,667806454573760512,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,1,Toyshop,0.253089,False,Chihuahua,0.187155,True,Brabancon Griffon,0.112799,True,CUSGbXeVAAAgztZ.jpg
104,667832474953625600,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,1,Miniature Pinscher,0.2142,True,Bath Towel,0.146789,False,Chihuahua,0.104152,True,CUSeGFNW4AAyyHC.jpg
105,667861340749471744,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,1,Malamute,0.967275,True,Siberian Husky,0.0161675,True,Eskimo Dog,0.0112774,True,CUS4WJ-UsAEJj10.jpg
106,667866724293877760,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,1,Jigsaw Puzzle,1.0,False,Prayer Rug,1.0113000000000001e-08,False,Doormat,1.7401699999999998e-10,False,CUS9PlUWwAANeAD.jpg
107,667873844930215936,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,1,Common Iguana,0.999647,False,Frilled Lizard,0.00018115,False,African Chameleon,0.000128357,False,CUTDtyGXIAARxus.jpg
108,667878741721415682,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,1,Seat Belt,0.200373,False,Miniature Pinscher,0.106003,True,Schipperke,0.1047329999999999,True,CUTILFiWcAE8Rle.jpg
109,667885044254572545,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,1,Malamute,0.0885297,True,Golden Retriever,0.0874986,True,Muzzle,0.0750077,False,CUTN5V4XAAAIa4R.jpg
110,667886921285246976,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1,Pomeranian,0.8004319999999999,True,Pekinese,0.168445,True,Chihuahua,0.00894952,True,CUTPnPCW4AI7R0y.jpg
111,667902449697558528,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,1,Norwegian Elkhound,0.298881,True,Malamute,0.279479,True,Eskimo Dog,0.198428,True,CUTdvAJXIAAMS4q.jpg
112,667911425562669056,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,1,Frilled Lizard,0.257695,False,Ox,0.2351599999999999,False,Triceratops,0.0853169,False,CUTl5m1WUAAabZG.jpg
113,667915453470232577,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,1,Leatherback Turtle,0.452517,False,Boxer,0.196655,True,Terrapin,0.160983,False,CUTpj-GWcAATc6A.jpg
114,667924896115245057,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,1,Labrador Retriever,0.209051,True,Hog,0.20398,False,Newfoundland,0.165914,True,CUTyJpHWcAATl0O.jpg
115,667937095915278337,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,1,Hamster,0.172078,False,Guinea Pig,0.0949242,False,Band Aid,0.0599952,False,CUT9PuQWwAABQv7.jpg
116,668113020489474048,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,1,Pembroke,0.548896,True,Cardigan,0.191101,True,Collie,0.0598140999999999,True,CUWdPsqWcAERQVv.jpg
117,668142349051129856,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,1,Angora,0.918834,False,Hen,0.0377934,False,Wood Rabbit,0.0110149,False,CUW37BzWsAAlJlN.jpg
118,668154635664932864,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,1,Arctic Fox,0.473584,False,Wallaby,0.261411,False,White Wolf,0.0809478,False,CUXDGR2WcAAUQKz.jpg
119,668171859951755264,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,1,Chihuahua,0.664834,True,Cowboy Boot,0.0603429999999999,False,Giant Panda,0.0598375,False,CUXSwy8W4AA6uet.jpg
120,668190681446379520,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,1,Blenheim Spaniel,0.958402,True,Cocker Spaniel,0.0267642999999999,True,Welsh Springer Spaniel,0.00778991,True,CUXj4SgXAAETlu6.jpg
121,668204964695683073,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,1,Labrador Retriever,0.65518,True,Golden Retriever,0.107884,True,Chesapeake Bay Retriever,0.0658347,True,CUXw3qHWoAAk8HJ.jpg
122,668221241640230912,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,1,Chow,0.395101,True,Golden Retriever,0.372115,True,Labrador Retriever,0.148785,True,CUX_rAyWsAYZOQ5.jpg
123,668226093875376128,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,1,Trombone,0.390339,False,Cornet,0.3141489999999999,False,French Horn,0.255182,False,CUYEFlQXAAUkPGm.jpg
124,668237644992782336,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,1,Chow,0.8093199999999999,True,Minivan,0.0713106999999999,False,Pekinese,0.0378695999999999,True,CUYOl0kW4AAVe_p.jpg
